App_app,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_MB,Update_Year,Update_Month,Android_Version,App_clean,App_len,App_lower,App_no_S,Revenue,App_rev,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,review_text,sentiment_compound,sentiment_subjectivity,App_rev_clean,Category_translated,Last_Updated_Date,Month_Year,task1_last_update_jan,task1_size_ge_10MB,task1_avg_rating_ge_4,task1_eligible,task2_eligible,task3_installs_ge_10k,task3_revenue_ge_10k,task3_android_gt_4,task3_size_gt_15,task3_content_everyone,task3_app_len_le_30,task3_eligible,task4_reviews_gt_500,task4_app_not_start_xyz,task4_app_no_S,task4_cat_starts_with_ECB,task4_eligible,task5_rating_gt_3_5,task5_reviews_gt_500,task5_app_no_S,task5_subjectivity_gt_0_5,task5_installs_gt_50k,task5_cat_in_list,task5_eligible,task6_avg_rating_ge_4_2,task6_app_no_digits,task6_cat_start_T_or_P,task6_reviews_gt_1000,task6_size_between_20_80,task6_eligible
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Acupuncture Assistant,MEDICAL,4.5,492,39M,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1 and up,39.0,2018.0,4.0,4.1,Acupuncture Assistant,21,acupuncture assistant,False,79900.0,Acupuncture Assistant,,,,,nan,0.0,0.0,Acupuncture Assistant,MEDICAL,2018-04-13,2018-04,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
Facetune - For Free,PHOTOGRAPHY,4.4,49553,48M,1000000,Paid,5.99,Everyone,Photography,2018-07-25,1.3.1,4.1 and up,48.0,2018.0,7.0,4.1,Facetune - For Free,19,facetune - for free,True,5990000.0,,,,,,,,,,PHOTOGRAPHY,2018-07-25,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,False,False,True,True,True,True,True,True
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,"Update...downgrading 1 star. Weak GPS signal continues useless. Tech support unhelpful issue never resolved. Dont waste money. Also GPS functionality issues. Shows ""weak GPS signal"" past 2 weeks longer works best sporadically.",Negative,-0.1166666666666666,0.3333333333333333,"Update...downgrading 1 star. Weak GPS signal continues useless. Tech support unhelpful issue never resolved. Dont waste money. Also GPS functionality issues. Shows ""weak GPS signal"" past 2 weeks longer works best sporadically.",-0.4945,0.3333333333333333,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,"Lot like. Graphics good. Like course books buy course. However, even maximum GPS sensitivity stopping GPS going sleep 10 minutes (which enough time shots) following problems: 1. GPS shows full distance hole second shots takes good minute eventually give final reading. GPS previous would updating pocket I walked next shot. 2. GPS occasionally way off. 15 20 yards short par 3, example.",Positive,0.1439393939393939,0.3583333333333333,"Lot like. Graphics good. Like course books buy course. However, even maximum GPS sensitivity stopping GPS going sleep 10 minutes (which enough time shots) following problems: 1. GPS shows full distance hole second shots takes good minute eventually give final reading. GPS previous would updating pocket I walked next shot. 2. GPS occasionally way off. 15 20 yards short par 3, example.",0.7579,0.35833333333333334,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,GPS functionality become laggy unresponsive course. My location settings on... literally changed nothing settings became less reliable... non functional. I used love worked.,Positive,0.1666666666666666,0.3333333333333333,GPS functionality become laggy unresponsive course. My location settings on... literally changed nothing settings became less reliable... non functional. I used love worked.,0.6369,0.3333333333333333,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,I used since 2012 loved yardages really seem 5-10 yards every hole. I even changed update speeds avail. May find another product get better.,Positive,0.4666666666666666,0.5,I used since 2012 loved yardages really seem 5-10 yards every hole. I even changed update speeds avail. May find another product get better.,0.7783,0.5,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,"GPS work. I used gps function since I garmin watch. I forgot watch took phone out. Didn't give gps based distance despite gps on. Have tried twice since, work.",Neutral,0.0,0.0,"GPS work. I used gps function since I garmin watch. I forgot watch took phone out. Didn't give gps based distance despite gps on. Have tried twice since, work.",0.0,0.0,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,Very nice easy use. Would better could enter manual handicap.,Positive,0.5711111111111111,0.7777777777777778,Very nice easy use. Would better could enter manual handicap.,0.847,0.7777777777777778,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,Great app. Long time user. Please add Samsung Gear S3 support. Most popular watch popular phones planet.,Positive,0.49,0.69,Great app. Long time user. Please add Samsung Gear S3 support. Most popular watch popular phones planet.,0.9359,0.69,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,Great,Positive,0.8,0.75,Great,0.6249,0.75,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25M,50000,Paid,29.99,Everyone,Sports,2018-07-11,4.18.0,4.1 and up,25.0,2018.0,7.0,4.1,Golfshot Plus: Golf GPS,23,golfshot plus: golf gps,False,1499500.0,Golfshot Plus: Golf GPS,Brilliant,Positive,0.9,1.0,Brilliant,0.5859,1.0,Golfshot Plus: Golf GPS,SPORTS,2018-07-11,2018-07,False,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,True,False
