App_app,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_MB,Update_Year,Update_Month,Android_Version,App_clean,App_len,App_lower,App_no_S,Revenue,App_rev,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,review_text,sentiment_compound,sentiment_subjectivity,App_rev_clean,Category_translated,Last_Updated_Date,Month_Year,task1_last_update_jan,task1_size_ge_10MB,task1_avg_rating_ge_4,task1_eligible,task2_eligible,task3_installs_ge_10k,task3_revenue_ge_10k,task3_android_gt_4,task3_size_gt_15,task3_content_everyone,task3_app_len_le_30,task3_eligible,task4_reviews_gt_500,task4_app_not_start_xyz,task4_app_no_S,task4_cat_starts_with_ECB,task4_eligible,task5_rating_gt_3_5,task5_reviews_gt_500,task5_app_no_S,task5_subjectivity_gt_0_5,task5_installs_gt_50k,task5_cat_in_list,task5_eligible,task6_avg_rating_ge_4_2,task6_app_no_digits,task6_cat_start_T_or_P,task6_reviews_gt_1000,task6_size_between_20_80,task6_eligible
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,So far good,Positive,0.3999999999999999,0.8,So far good,0.4902,0.8,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good place keep memories,Positive,0.7,0.6000000000000001,Good place keep memories,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great product,Positive,0.8,0.75,Great product,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,Positive,0.7,0.6000000000000001,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,0.7269,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",Positive,0.5972222222222222,0.7472222222222222,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",0.9768,0.7472222222222222,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,Positive,0.3428571428571428,0.6047619047619047,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,0.8479,0.6047619047619047,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,How log box. I love using 10yr.,Positive,0.5,0.6,How log box. I love using 10yr.,0.6369,0.6,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I love Box. I've using 5 years.,Positive,0.5,0.6,I love Box. I've using 5 years.,0.6369,0.6,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,Positive,0.5449404761904761,0.7583333333333334,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,0.9748,0.7583333333333334,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,Positive,0.5777777777777778,0.6111111111111112,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,0.8779,0.6111111111111112,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This incredibly helpful communicating tasks need done particular project.,Positive,0.5333333333333333,0.6166666666666667,This incredibly helpful communicating tasks need done particular project.,0.4754,0.6166666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Perfect cloud storage go, collaboration",Positive,1.0,1.0,"Perfect cloud storage go, collaboration",0.5719,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good file keep mobile,Positive,0.7,0.6000000000000001,Good file keep mobile,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Does well, though business casual user.",Negative,-0.5000000000000001,0.8666666666666667,"Does well, though business casual user.",0.4404,0.8666666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Awesome Clouding.,Positive,1.0,1.0,Awesome Clouding.,0.6249,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Very good,Positive,0.91,0.7800000000000001,Very good,0.4927,0.7800000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,So far good,Positive,0.3999999999999999,0.8,So far good,0.4902,0.8,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good place keep memories,Positive,0.7,0.6000000000000001,Good place keep memories,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great product,Positive,0.8,0.75,Great product,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,Positive,0.7,0.6000000000000001,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,0.7269,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",Positive,0.5972222222222222,0.7472222222222222,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",0.9768,0.7472222222222222,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,Positive,0.3428571428571428,0.6047619047619047,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,0.8479,0.6047619047619047,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,How log box. I love using 10yr.,Positive,0.5,0.6,How log box. I love using 10yr.,0.6369,0.6,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I love Box. I've using 5 years.,Positive,0.5,0.6,I love Box. I've using 5 years.,0.6369,0.6,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,Positive,0.5449404761904761,0.7583333333333334,I absolutely love app! It provides fast access important documents wherever I go. It incredibly easy share collaborate still proving excellent access controls ensure data I want accessible I want I want. Fantastic!!!,0.9748,0.7583333333333334,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,Positive,0.5777777777777778,0.6111111111111112,A impressive replacement Sharepoint useful people like every thing documented easily accessed edited anywhere organized fashion.,0.8779,0.6111111111111112,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This incredibly helpful communicating tasks need done particular project.,Positive,0.5333333333333333,0.6166666666666667,This incredibly helpful communicating tasks need done particular project.,0.4754,0.6166666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Perfect cloud storage go, collaboration",Positive,1.0,1.0,"Perfect cloud storage go, collaboration",0.5719,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good file keep mobile,Positive,0.7,0.6000000000000001,Good file keep mobile,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Does well, though business casual user.",Negative,-0.5000000000000001,0.8666666666666667,"Does well, though business casual user.",0.4404,0.8666666666666667,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Awesome Clouding.,Positive,1.0,1.0,Awesome Clouding.,0.6249,1.0,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Very good,Positive,0.91,0.7800000000000001,Very good,0.4927,0.7800000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,So far good,Positive,0.3999999999999999,0.8,So far good,0.4902,0.8,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Good place keep memories,Positive,0.7,0.6000000000000001,Good place keep memories,0.4404,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great product,Positive,0.8,0.75,Great product,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Great,Positive,0.8,0.75,Great,0.6249,0.75,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,Positive,0.7,0.6000000000000001,Please allow choices either overwrite/replace rename names. This good managing lot need overwrite existing ones. Looking forward implemented.,0.7269,0.6000000000000001,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",Positive,0.5972222222222222,0.7472222222222222,"Thank Box keeping account wonderful pictures safe long. I loyal follower. Thank you, thank you. Btw, great app. Absolutely brilliant!",0.9768,0.7472222222222222,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Box,BUSINESS,4.2,159872,Varies with device,10000000,Free,0.0,Everyone,Business,2018-07-31,Varies with device,Varies with device,,2018.0,7.0,,Box,3,box,True,0.0,Box,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,Positive,0.3428571428571428,0.6047619047619047,This helps keep important documents single place access anytime. Really good interface helps keep documents organized.,0.8479,0.6047619047619047,Box,BUSINESS,2018-07-31,2018-07,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False
