App_app,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_MB,Update_Year,Update_Month,Android_Version,App_clean,App_len,App_lower,App_no_S,Revenue,App_rev,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,review_text,sentiment_compound,sentiment_subjectivity,App_rev_clean,Category_translated,Last_Updated_Date,Month_Year,task1_last_update_jan,task1_size_ge_10MB,task1_avg_rating_ge_4,task1_eligible,task2_eligible,task3_installs_ge_10k,task3_revenue_ge_10k,task3_android_gt_4,task3_size_gt_15,task3_content_everyone,task3_app_len_le_30,task3_eligible,task4_reviews_gt_500,task4_app_not_start_xyz,task4_app_no_S,task4_cat_starts_with_ECB,task4_eligible,task5_rating_gt_3_5,task5_reviews_gt_500,task5_app_no_S,task5_subjectivity_gt_0_5,task5_installs_gt_50k,task5_cat_in_list,task5_eligible,task6_avg_rating_ge_4_2,task6_app_no_digits,task6_cat_start_T_or_P,task6_reviews_gt_1000,task6_size_between_20_80,task6_eligible
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,Finally split screen!!!! Thank you!!!!Love love love new green back ground much easier read. I still really wish would let change text back ground colors choice. I trouble reading read better colors would get five stars changed!,Positive,0.1601239669421487,0.3685950413223141,Finally split screen!!!! Thank you!!!!Love love love new green back ground much easier read. I still really wish would let change text back ground colors choice. I trouble reading read better colors would get five stars changed!,0.9587,0.3685950413223141,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,10 20 times day freezes. Worst market. If ever opens commute I close I've already reached 18th stop station. All I want read Kindle book phone. That difficult request BUT IT IS. THE SUCKS!!!,Negative,-0.6953125,0.7666666666666666,10 20 times day freezes. Worst market. If ever opens commute I close I've already reached 18th stop station. All I want read Kindle book phone. That difficult request BUT IT IS. THE SUCKS!!!,-0.8697,0.7666666666666666,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"I Love App! The thing I'm still hoping allow us books sd card, still able access app. I able manually move downloaded books sd card I able access thru Kindle app.",Positive,0.53125,0.61875,"I Love App! The thing I'm still hoping allow us books sd card, still able access app. I able manually move downloaded books sd card I able access thru Kindle app.",0.8478,0.61875,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Why WHY keep screen alive? If volume buttons turn pages touch screen often enough keep screen alive, screen times ruins flow reading. Very annoying simple feature implement!",Negative,-0.1583333333333333,0.4761904761904762,"Why WHY keep screen alive? If volume buttons turn pages touch screen often enough keep screen alive, screen times ruins flow reading. Very annoying simple feature implement!",-0.2465,0.4761904761904762,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Great app. Almost perfect. Love it. But Why four stars?. I badly need option store books SD card default within like like Pocket. Until then, it'll remain star less. Sadly.",Positive,0.1555555555555555,0.6805555555555557,"Great app. Almost perfect. Love it. But Why four stars?. I badly need option store books SD card default within like like Pocket. Until then, it'll remain star less. Sadly.",0.649,0.6805555555555557,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,,,,,nan,0.0,0.0,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"available screen selected. I go install select enable, followed open access book I'm reading stay open I'm trying read. Very frustrating.",Negative,-0.03,0.6,"available screen selected. I go install select enable, followed open access book I'm reading stay open I'm trying read. Very frustrating.",-0.4927,0.6,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Kindle really good Audible book, using Whispersync. That advantage, ends. I 100 books Kindle, I it. Every version Kindle, whether PC Android, absolutely horrific navigation, almost choices make customize it; started, 10 years ago. Most Kindle books I I bought back started, & great. But now? Awful. Plus, can't read Kindle item reader. So stuck Kindle. If I ever find alternative, I'll take it. I rarely Buy Kindle books reason. Since Android covers characters I talk, I'm stopping review now. I can't see I'm doing.",Positive,0.0428571428571428,0.6785714285714286,"Kindle really good Audible book, using Whispersync. That advantage, ends. I 100 books Kindle, I it. Every version Kindle, whether PC Android, absolutely horrific navigation, almost choices make customize it; started, 10 years ago. Most Kindle books I I bought back started, & great. But now? Awful. Plus, can't read Kindle item reader. So stuck Kindle. If I ever find alternative, I'll take it. I rarely Buy Kindle books reason. Since Android covers characters I talk, I'm stopping review now. I can't see I'm doing.",-0.7607,0.6785714285714286,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,Small problem trying repurchase book I load onto new phone. But tempt simply sends Google play. So maybe look that?,Negative,-0.0378787878787878,0.4038961038961039,Small problem trying repurchase book I load onto new phone. But tempt simply sends Google play. So maybe look that?,0.3071,0.4038961038961039,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Update 28.07.18. Awfull variant kindle book store back. Why guys destroying experience perseverently? Moreover, lists amazone also broken (apparently considers cannot buy eversions books abroad). Well, takes lot try making completely unusable. Great kudos clever guys it! Update 28.02.18. One time return dec 17 version. The store became quite usable. Raised rating till 4 stars. Update 15.02.18. January version comeback. Store unusable. Update 10.02.18. Returned previous version market became usable. Raised rating till 4 stars. Please add ability dictionaries. Previous updates made accessible, considering access store. Recent update ruins experience. The store, accessed app, absolutely unfunctional. I can't even add book wishlist. Moreover, purchased status indicated. I access every individual book order see price. Please return previous version store accessed kindle + add, possible, ability visualise kindle wishlists directly app. Reading part 80% good, but, please add ability dictionaries besides provided amazon.",Positive,0.0712962962962963,0.4087962962962963,"Update 28.07.18. Awfull variant kindle book store back. Why guys destroying experience perseverently? Moreover, lists amazone also broken (apparently considers cannot buy eversions books abroad). Well, takes lot try making completely unusable. Great kudos clever guys it! Update 28.02.18. One time return dec 17 version. The store became quite usable. Raised rating till 4 stars. Update 15.02.18. January version comeback. Store unusable. Update 10.02.18. Returned previous version market became usable. Raised rating till 4 stars. Please add ability dictionaries. Previous updates made accessible, considering access store. Recent update ruins experience. The store, accessed app, absolutely unfunctional. I can't even add book wishlist. Moreover, purchased status indicated. I access every individual book order see price. Please return previous version store accessed kindle + add, possible, ability visualise kindle wishlists directly app. Reading part 80% good, but, please add ability dictionaries besides provided amazon.",0.9327,0.4087962962962963,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,They recently kicked authors kindle unlimited can't find kindle anymore. All authors book become popular kindle unlimited Amazon evidently make much money KU offering.,Positive,0.2625,0.3999999999999999,They recently kicked authors kindle unlimited can't find kindle anymore. All authors book become popular kindle unlimited Amazon evidently make much money KU offering.,0.5423,0.39999999999999997,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"I Kindle years I absolutely hate new update. It horrible, I like new homepage I like fact black anymore. It lot easier eyes whenever would turn asleep. I'm really hard time syncing library back phone. I deregister device reregister taking long time sync. Also I cannot find settings change I need to, giving option without Wi-Fi anymore I'm downloading books phone. Quick update, I go individually book redownload, since I register. As I said I've kindle years, I 611 books I again!!!!!",Negative,-0.1702272727272727,0.5084090909090909,"I Kindle years I absolutely hate new update. It horrible, I like new homepage I like fact black anymore. It lot easier eyes whenever would turn asleep. I'm really hard time syncing library back phone. I deregister device reregister taking long time sync. Also I cannot find settings change I need to, giving option without Wi-Fi anymore I'm downloading books phone. Quick update, I go individually book redownload, since I register. As I said I've kindle years, I 611 books I again!!!!!",0.2919,0.5084090909090909,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Why dont put choice ""I like book"" I home app, I hate people kindle put recommendations nothing, nothing I read... really would know people read... I interested people read, I ...",Negative,-0.1166666666666667,0.5333333333333333,"Why dont put choice ""I like book"" I home app, I hate people kindle put recommendations nothing, nothing I read... really would know people read... I interested people read, I ...",0.128,0.5333333333333333,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Terrible customer service, I sent email enquiry 3 questions joining, said order answer questions I need account them! Where's logic that. I mean read quote- ""We provide information make changes request comes e-mail associated account."" So chance joining!!!",Negative,-0.80517578125,0.84375,"Terrible customer service, I sent email enquiry 3 questions joining, said order answer questions I need account them! Where's logic that. I mean read quote- ""We provide information make changes request comes e-mail associated account."" So chance joining!!!",-0.4543,0.84375,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Absolutely worst user interface I've seen ever. Nothing intuitive, nothing functions expect to, certain elements even cover information need titles buy even order",Negative,-0.3928571428571428,0.7857142857142857,"Absolutely worst user interface I've seen ever. Nothing intuitive, nothing functions expect to, certain elements even cover information need titles buy even order",-0.5095,0.7857142857142857,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,,,,,nan,0.0,0.0,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,Well I used love it!!! But new update makes confusing new book!!! Seriously I need take class here. Oh let's go another page book let get new book,Positive,0.1470486111111111,0.5050505050505051,Well I used love it!!! But new update makes confusing new book!!! Seriously I need take class here. Oh let's go another page book let get new book,-0.3438,0.5050505050505051,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"After almost every update, crash; I find another read books. Why can't I remove last update go back previous version. Really frustrating.",Negative,-0.1416666666666666,0.2833333333333333,"After almost every update, crash; I find another read books. Why can't I remove last update go back previous version. Really frustrating.",-0.6838,0.2833333333333333,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,After latest update. The screen persistently irrevocably (as far I tell) DIMMED WITHIN PUBLISHED CONTENT - aka books. In words currently UNUSEABLE. Amazon please fix soon possible,Positive,0.15,0.825,After latest update. The screen persistently irrevocably (as far I tell) DIMMED WITHIN PUBLISHED CONTENT - aka books. In words currently UNUSEABLE. Amazon please fix soon possible,0.4588,0.825,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"The book downloaded. And internet working properly even 12 hours downloading, 6-8% downloaded.",Neutral,0.0,0.1,"The book downloaded. And internet working properly even 12 hours downloading, 6-8% downloaded.",0.0,0.1,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"edited: I still think current interface sucks, I seriously miss old 3.* versions. However, improved mangling v4 usable even intuitive user friendly except actually reading.",Negative,-0.0263888888888888,0.3611111111111111,"edited: I still think current interface sucks, I seriously miss old 3.* versions. However, improved mangling v4 usable even intuitive user friendly except actually reading.",0.3612,0.3611111111111111,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,works fine. Amazon marketing needs mellow push notifications ads. I finally killed notifications started spamming every two hours.,Positive,0.1083333333333333,0.25,works fine. Amazon marketing needs mellow push notifications ads. I finally killed notifications started spamming every two hours.,-0.7269,0.25,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,"Rendering text bit poor, put space paragraphs book I read awkward read. randomly opened updating message permissions—uninstalled. I want randomly opening I'm middle something else.",Negative,-0.4,0.52,"Rendering text bit poor, put space paragraphs book I read awkward read. randomly opened updating message permissions—uninstalled. I want randomly opening I'm middle something else.",-0.5267,0.52,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,Varies with device,100000000,Free,0.0,Teen,Books & Reference,2018-07-27,Varies with device,Varies with device,,2018.0,7.0,,Amazon Kindle,13,amazon kindle,True,0.0,Amazon Kindle,I love reading kindle. It keeps library searchable automatically keeps bookmarks books I instantly return page I left!,Positive,0.1666666666666666,0.4222222222222222,I love reading kindle. It keeps library searchable automatically keeps bookmarks books I instantly return page I left!,0.6696,0.4222222222222222,Amazon Kindle,BOOKS_AND_REFERENCE,2018-07-27,2018-07,False,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,False
