App_app,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size_MB,Update_Year,Update_Month,Android_Version,App_clean,App_len,App_lower,App_no_S,Revenue,App_rev,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,review_text,sentiment_compound,sentiment_subjectivity,App_rev_clean,Category_translated,Last_Updated_Date,Month_Year,task1_last_update_jan,task1_size_ge_10MB,task1_avg_rating_ge_4,task1_eligible,task2_eligible,task3_installs_ge_10k,task3_revenue_ge_10k,task3_android_gt_4,task3_size_gt_15,task3_content_everyone,task3_app_len_le_30,task3_eligible,task4_reviews_gt_500,task4_app_not_start_xyz,task4_app_no_S,task4_cat_starts_with_ECB,task4_eligible,task5_rating_gt_3_5,task5_reviews_gt_500,task5_app_no_S,task5_subjectivity_gt_0_5,task5_installs_gt_50k,task5_cat_in_list,task5_eligible,task6_avg_rating_ge_4_2,task6_app_no_digits,task6_cat_start_T_or_P,task6_reviews_gt_1000,task6_size_between_20_80,task6_eligible
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"At first I little worried sounded good true., After using seeing really free prints.... Love it....",Positive,0.3354166666666666,0.5805555555555556,"At first I little worried sounded good true., After using seeing really free prints.... Love it....",0.8685,0.5805555555555556,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I love app, 85 free prints month small shipping fee. Can't get better. I Highly recommend.",Positive,0.2619999999999999,0.568,"I love app, 85 free prints month small shipping fee. Can't get better. I Highly recommend.",0.8354,0.568,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I started using I could make space phone. The shipping $10.00 85 prints per month. They also free 5x7 photo books. I enjoy making themed albums~ friends, trip, grandchildren etc...",Positive,0.4,0.65,"I started using I could make space phone. The shipping $10.00 85 prints per month. They also free 5x7 photo books. I enjoy making themed albums~ friends, trip, grandchildren etc...",0.8625,0.65,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Was able take pictures sick mom print got week. Fast shipping,Negative,-0.0047619047619047,0.6940476190476191,Was able take pictures sick mom print got week. Fast shipping,-0.5106,0.6940476190476191,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I able complete process, saying apt., num/zip code incorrect & I know apt., num & zip code correct & I input several times still highlight red, I can't go forward complete process. Any suggestions? HELP!",Positive,0.2749999999999999,0.4892857142857142,"I able complete process, saying apt., num/zip code incorrect & I know apt., num & zip code correct & I input several times still highlight red, I can't go forward complete process. Any suggestions? HELP!",0.729,0.48928571428571427,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,I LOVE THUS I GOT MY PRINTS WELL BEFORE THEY SAID THEY WOULD ARRIVE NOW I GOT PICS TO HANG UP IN MY NEW HOUSE!!,Positive,0.3565340909090909,0.5272727272727272,I LOVE THUS I GOT MY PRINTS WELL BEFORE THEY SAID THEY WOULD ARRIVE NOW I GOT PICS TO HANG UP IN MY NEW HOUSE!!,0.7835,0.5272727272727272,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I love app! I time send photos bf jail print quality always perfect. Very quick turnaround placing order, printing, shipping.",Positive,0.4895833333333333,0.5625,"I love app! I time send photos bf jail print quality always perfect. Very quick turnaround placing order, printing, shipping.",0.8478,0.5625,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,They really helpwd wedding photos great price. Also timely loved service. Thank you!,Positive,0.625,0.5833333333333334,They really helpwd wedding photos great price. Also timely loved service. Thank you!,0.8955,0.5833333333333334,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I LOVE FreePrints app! I A LOT photos phone, I hands lifetime memories! Thx Freeprints breaking pocket!",Positive,0.9765625,0.6,"I LOVE FreePrints app! I A LOT photos phone, I hands lifetime memories! Thx Freeprints breaking pocket!",0.8522,0.6,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,It prints nice picture,Positive,0.6,1.0,It prints nice picture,0.4215,1.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Love app. Great picture quality. And free pictures every month. Just pay shipping. And easy use. Try also photo books.,Positive,0.5333333333333334,0.7458333333333335,Love app. Great picture quality. And free pictures every month. Just pay shipping. And easy use. Try also photo books.,0.9337,0.7458333333333335,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,,,,,nan,0.0,0.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,I love able take photo know week I get prints. Makes life easier.,Positive,0.5,0.6125,I love able take photo know week I get prints. Makes life easier.,0.7906,0.6125,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,,,,,nan,0.0,0.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Love makes easy print pictures I would probably keep phone ever lol.,Positive,0.5777777777777778,0.7111111111111111,Love makes easy print pictures I would probably keep phone ever lol.,0.872,0.7111111111111111,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"I really love app! Supa quick, great prices, oh happy pictures♡",Positive,0.6395833333333334,0.7125,"I really love app! Supa quick, great prices, oh happy pictures♡",0.9272,0.7125,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"Awesome service! ! Love able touch share favorite pics, without passing around phone!",Positive,0.65625,0.80625,"Awesome service! ! Love able touch share favorite pics, without passing around phone!",0.9369,0.80625,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,All I done far print pictures..good quality pictures,Positive,0.1,1.0,All I done far print pictures..good quality pictures,0.0,1.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,,,,,nan,0.0,0.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Best ever!! Got first ten photos free. Wasn't even asked card. Satisfy & photos!!,Positive,0.46875,0.3583333333333333,Best ever!! Got first ten photos free. Wasn't even asked card. Satisfy & photos!!,0.913,0.35833333333333334,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Thank U much pics...they came great,Positive,0.5,0.475,Thank U much pics...they came great,0.765,0.475,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,I love it. It's easy cheaper places I've tried.,Positive,0.4666666666666667,0.7166666666666667,I love it. It's easy cheaper places I've tried.,0.7964,0.7166666666666667,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,I print dogs pictures passed. They perfect.,Positive,1.0,1.0,I print dogs pictures passed. They perfect.,0.5719,1.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,,,,,nan,0.0,0.0,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Excellent quality pictures. So nice able get many pictures shipping charge,Positive,0.65,0.78125,Excellent quality pictures. So nice able get many pictures shipping charge,0.7778,0.78125,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,"NO PROBLEM I LOVE IT I LOVE IT HAVE GREAT IDEAS FOR GIFTS BDAY,CHRISTMAS, ECT........",Positive,0.6,0.65,"NO PROBLEM I LOVE IT I LOVE IT HAVE GREAT IDEAS FOR GIFTS BDAY,CHRISTMAS, ECT........",0.8625,0.65,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37M,1000000,Free,0.0,Everyone,Photography,2018-08-02,2.18.2,4.1 and up,37.0,2018.0,8.0,4.1,FreePrints – Free Photos Delivered,34,freeprints – free photos delivered,False,0.0,FreePrints – Free Photos Delivered,Amazing exactly says. Got free prints today free shipping.,Positive,0.4125,0.6875,Amazing exactly says. Got free prints today free shipping.,0.886,0.6875,FreePrints – Free Photos Delivered,PHOTOGRAPHY,2018-08-02,2018-08,False,True,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True
